City,Season,PM2.5 (µg/m³),PM10 (µg/m³),NO₂ (µg/m³),SO₂ (µg/m³),CO (mg/m³),O₃ (µg/m³),NH₃ (µg/m³),Temperature (°C),Humidity (%),Wind Speed (km/h),Traffic Density (veh/hr),Industrial Activity (0-100),Green Cover (%),Population Density (per km²),Waste Management Score (0-10),AQI,Outlier
Visakhapatnam,Summer,62.5,114.7,42.8,16.5,1.16,47.1,20.6,43.6,23.5,16.8,4464,32.7,24.8,7546,4.1,131.6,No
Indore,PostMonsoon,89.0,132.7,27.4,12.4,2.72,52.2,23.0,24.5,58.7,17.7,3628,70.8,20.9,6806,8.3,143.8,No
Rajkot,Summer,67.8,96.9,46.5,12.5,1.66,62.8,4.5,32.9,34.5,23.0,3518,58.0,10.0,5912,4.1,118.9,No
Kanpur,Monsoon,126.2,169.0,41.4,23.7,1.11,45.3,9.7,29.0,87.8,15.9,4121,62.2,10.0,8311,7.3,212.0,No
Agra,Winter,184.7,255.4,61.7,10.6,2.06,43.5,30.7,12.3,73.1,7.5,3867,62.9,12.8,7419,8.3,298.5,No
Bengaluru,Monsoon,27.7,59.9,25.9,10.1,1.43,47.0,28.1,29.3,72.3,34.2,6073,67.5,26.9,7814,8.3,72.8,No
Nashik,PostMonsoon,69.7,106.3,55.3,23.3,2.34,52.9,19.6,20.8,63.0,13.4,2676,49.2,19.9,5330,5.0,117.8,No
Varanasi,Summer,93.6,115.3,18.5,22.2,0.84,40.8,15.2,44.5,42.9,14.8,2719,46.7,14.7,6344,5.6,142.7,No
Ludhiana,PostMonsoon,76.6,158.1,23.3,8.8,0.88,27.4,22.2,28.0,62.5,15.8,3124,71.7,9.9,8171,7.2,167.7,No
Lucknow,Monsoon,63.8,106.0,23.7,12.0,0.46,34.2,26.8,29.6,74.1,20.0,4160,47.6,11.2,10935,3.8,129.1,No
Lucknow,Summer,106.8,111.8,20.6,2.7,1.24,50.1,19.6,36.0,41.8,18.3,6437,79.8,10.9,9985,3.5,202.2,No
Ghaziabad,PostMonsoon,148.7,153.7,45.9,15.1,1.28,18.2,29.8,29.8,46.6,18.0,5468,72.7,10.9,12630,6.5,276.3,No
Mumbai,PostMonsoon,79.5,145.0,40.1,14.9,1.33,21.9,26.8,27.8,55.3,16.0,5289,51.1,11.8,23372,7.5,167.4,No
Meerut,Winter,152.9,282.7,60.0,22.8,2.31,47.4,23.6,12.6,68.5,10.9,3181,68.2,13.5,5776,7.3,287.4,No
Indore,Winter,100.0,181.0,53.4,21.8,2.47,30.5,26.7,10.5,72.8,11.4,4775,62.2,24.6,6129,7.8,196.6,No
Ahmedabad,Summer,89.6,97.4,27.3,8.8,1.64,57.0,35.0,38.5,47.5,24.1,3715,57.6,5.6,9366,4.2,165.5,No
Bengaluru,Summer,54.9,67.1,43.5,11.0,2.39,47.0,19.2,39.3,48.3,14.0,3728,55.3,32.8,7049,4.4,103.8,No
Jaipur,Winter,116.4,178.2,65.9,23.0,2.11,44.2,47.0,20.8,77.8,4.7,3894,69.4,11.8,8634,7.2,203.8,No
Jaipur,Summer,67.5,129.0,16.3,26.7,2.05,62.2,21.8,37.0,41.0,18.8,2617,57.7,11.3,6592,7.9,146.9,No
Nashik,Summer,48.8,104.8,39.3,30.0,2.4,47.6,21.2,38.5,37.5,22.6,3366,46.0,27.4,5290,3.9,102.7,No
Rajkot,Winter,95.6,168.3,39.1,29.2,2.62,43.8,32.5,17.0,64.2,9.2,3680,42.4,13.9,4918,5.9,175.3,No
Delhi,PostMonsoon,137.1,149.8,38.8,16.3,1.37,46.7,30.2,22.2,54.9,18.3,7750,82.9,6.7,9461,8.1,257.3,No
Ahmedabad,Monsoon,63.2,77.5,38.1,8.4,1.34,27.2,21.8,29.0,86.6,33.7,4409,78.0,17.9,7951,3.7,105.9,No
Coimbatore,PostMonsoon,49.3,91.9,24.2,17.5,1.98,40.5,29.2,20.8,53.3,9.6,3371,53.3,34.5,6274,6.5,101.0,No
Surat,Winter,108.1,171.6,49.5,20.0,2.28,39.7,21.4,10.5,68.9,10.7,5733,89.0,9.6,9140,4.5,202.5,No
Ludhiana,PostMonsoon,88.1,183.1,31.5,19.3,1.62,26.7,16.8,24.1,40.8,9.9,2537,75.9,6.1,7802,5.9,186.8,No
Nagpur,Monsoon,61.1,118.9,14.7,1.0,1.56,32.0,3.3,34.4,70.3,23.3,3746,49.8,22.7,6284,6.0,121.5,No
Surat,PostMonsoon,81.0,125.5,48.0,16.1,1.92,21.5,21.5,28.9,62.1,10.2,4951,63.0,11.8,9944,4.5,152.2,No
Allahabad,PostMonsoon,88.5,172.6,40.6,11.1,1.83,39.2,21.4,25.2,52.5,16.4,4451,63.4,10.6,7944,6.1,181.7,No
Kanpur,PostMonsoon,137.4,280.5,38.6,18.9,1.81,39.3,19.9,31.8,49.3,19.5,3374,76.7,13.6,10166,6.8,298.8,No
Mumbai,Monsoon,40.8,76.9,14.7,14.7,1.88,51.1,11.6,32.8,95.0,32.0,6315,64.3,22.8,23856,7.1,86.7,No
Bengaluru,Monsoon,36.4,86.9,7.9,12.9,1.38,32.3,8.3,34.7,94.3,27.2,5428,48.3,20.2,7729,5.7,104.0,No
Varanasi,Monsoon,65.0,92.0,25.1,4.6,1.46,35.3,3.9,27.4,73.2,30.1,4096,55.8,19.3,8319,6.4,118.3,No
Coimbatore,Summer,39.4,65.5,36.5,13.3,1.2,33.9,36.2,42.5,32.2,18.0,3999,50.0,28.0,5202,4.6,85.2,No
Agra,Winter,156.6,251.5,47.8,36.3,2.69,58.6,39.9,18.0,60.0,6.1,5226,36.4,3.0,7875,4.3,284.3,No
Ludhiana,Winter,142.0,286.0,30.4,22.3,2.65,23.3,36.9,17.0,67.2,6.6,4859,94.1,5.4,8636,4.9,300.6,No
Nashik,Summer,60.7,80.2,35.9,22.8,1.42,23.9,4.7,33.3,36.3,14.5,2408,29.7,29.5,4626,8.5,98.5,No
Kolkata,Summer,72.0,166.0,18.3,10.7,1.22,47.7,7.9,35.0,21.8,12.9,4713,62.5,2.1,26430,5.2,171.0,No
Hyderabad,Winter,107.4,149.6,37.3,18.9,3.8,32.4,30.1,16.9,73.6,5.9,4135,55.0,20.1,7696,5.4,187.6,No
Bengaluru,Monsoon,30.7,55.2,18.0,3.7,1.06,32.7,19.1,29.4,85.8,16.5,4982,25.1,32.6,7050,5.6,64.7,No
Allahabad,Winter,134.3,247.2,50.3,12.5,2.8,19.0,31.3,15.9,70.4,11.0,3672,48.8,18.7,7971,4.1,258.9,No
Visakhapatnam,PostMonsoon,60.6,108.5,45.7,9.2,1.98,27.8,21.1,29.9,59.5,16.1,4627,34.7,26.4,7318,7.5,121.0,No
Jaipur,PostMonsoon,94.1,146.8,30.4,11.3,0.37,32.8,34.2,21.1,55.7,13.4,4751,51.9,17.6,6516,4.8,174.2,No
Chennai,Winter,83.0,155.0,35.1,12.1,1.96,34.2,35.4,18.9,69.1,7.8,4771,47.6,18.2,10709,4.3,172.1,No
Jaipur,PostMonsoon,89.1,172.2,52.3,11.7,1.93,42.8,23.2,31.6,52.6,8.6,3729,46.4,10.9,7197,8.0,178.3,No
Varanasi,Summer,95.1,203.4,19.8,31.4,1.19,59.5,22.1,38.7,20.7,10.4,3622,58.3,10.3,7068,7.4,202.6,No
Delhi,PostMonsoon,125.8,250.4,35.0,7.8,2.32,41.0,22.9,26.3,40.4,8.9,7050,44.9,5.9,11744,6.5,284.0,No
Nashik,PostMonsoon,61.6,96.2,5.5,22.7,2.26,29.1,27.1,25.3,65.0,15.3,2529,42.8,21.4,4903,5.2,104.4,No
Hyderabad,PostMonsoon,63.9,88.4,20.8,9.1,2.02,36.3,25.1,29.1,61.5,13.8,6402,56.4,36.0,8920,5.3,120.2,No
Bengaluru,PostMonsoon,54.8,124.9,32.1,20.5,2.48,41.4,23.1,28.8,62.4,19.2,5832,33.1,29.9,10996,6.7,120.8,No
Ludhiana,Monsoon,24.2,119.5,35.4,8.1,1.78,35.7,13.0,27.8,72.5,24.6,4771,79.0,12.6,7728,4.2,139.1,No
Coimbatore,PostMonsoon,60.8,69.9,25.7,21.3,1.99,11.3,24.7,31.3,40.4,13.3,4789,26.7,34.7,5241,5.8,107.2,No
Bhopal,Summer,44.7,126.3,36.4,11.1,1.86,54.4,32.4,43.5,49.7,22.1,2671,69.2,22.0,5912,7.4,142.7,No
Faridabad,PostMonsoon,106.3,192.2,25.2,18.1,0.74,34.3,27.2,23.5,64.8,10.8,4988,77.6,3.3,10048,7.1,214.0,No
Visakhapatnam,Winter,82.5,126.3,59.1,18.3,2.08,36.2,27.7,18.0,62.4,11.5,2217,35.7,26.8,7933,6.7,131.5,No
Faridabad,Summer,84.3,113.8,39.3,8.6,0.8,30.7,15.9,42.0,45.1,22.1,3469,57.5,12.2,10199,6.9,154.5,No
Coimbatore,Summer,38.9,64.7,41.0,1.0,1.09,36.3,28.2,35.4,47.8,20.1,2798,48.2,41.7,4823,6.4,59.1,No
Rajkot,PostMonsoon,77.7,126.3,29.8,11.5,0.96,47.6,26.2,22.5,56.5,19.6,3241,42.7,20.5,5640,6.9,132.0,No
Nagpur,Summer,55.1,101.6,41.3,10.4,0.76,50.6,24.7,34.7,30.0,20.0,3404,34.0,29.4,6361,7.2,105.6,No
Varanasi,Summer,93.1,109.2,22.5,11.9,1.7,52.0,13.0,41.6,43.7,12.6,2683,39.8,9.8,8423,3.7,156.6,No
Pune,Summer,22.6,82.7,40.9,21.9,1.92,46.9,29.1,36.9,45.2,13.9,4233,61.9,17.3,6899,5.0,88.9,No
Rajkot,PostMonsoon,70.4,102.6,35.5,13.0,2.09,22.4,15.6,28.6,51.2,11.4,4013,27.1,18.8,6538,7.5,114.9,No
Delhi,Monsoon,83.3,169.5,19.9,21.2,0.8,36.5,17.5,26.9,70.8,32.3,7382,47.1,7.4,8361,6.8,198.8,No
Faridabad,Monsoon,104.0,162.9,14.3,13.0,1.52,36.1,24.1,34.6,89.9,28.8,3747,69.2,14.6,9875,3.7,168.8,No
Kanpur,Monsoon,88.9,130.9,19.7,20.0,0.38,40.6,20.1,30.7,92.5,33.0,4384,78.1,6.1,6694,3.6,179.2,No
Thane,Monsoon,56.8,89.2,35.3,10.2,1.1,37.5,13.3,30.0,87.4,34.1,7557,36.9,18.2,16357,7.1,109.1,No
Ludhiana,Monsoon,64.3,76.6,42.7,8.6,2.09,39.4,10.4,30.3,91.4,21.4,4497,93.9,8.7,8245,4.0,125.3,No
Thane,Winter,80.0,176.8,62.1,27.7,2.33,22.7,46.2,14.0,65.5,4.1,4228,52.2,16.0,14136,5.1,184.2,No
Thane,Summer,38.6,119.3,9.4,9.8,2.47,55.0,14.3,44.5,37.7,15.9,4533,51.4,25.7,13659,5.5,123.2,No
Pune,Monsoon,30.2,100.0,20.7,15.5,2.07,26.9,19.2,25.3,74.6,27.8,4836,46.0,21.5,5909,5.3,121.3,No
Indore,Monsoon,34.8,92.6,16.5,5.9,1.24,37.4,1.4,26.1,92.5,32.9,4247,57.1,17.1,5392,7.2,97.4,No
Chennai,Winter,86.7,144.9,52.5,40.0,1.62,51.3,16.8,21.8,62.7,10.1,6746,32.0,26.3,8956,6.2,154.0,No
Rajkot,Summer,60.2,103.8,35.4,27.7,1.45,57.1,20.5,35.6,21.6,11.9,3349,73.3,23.2,6637,7.4,105.0,No
Bhopal,Winter,86.8,158.0,32.6,29.2,1.99,42.4,24.3,11.2,67.0,10.5,3949,43.9,22.7,7365,7.2,168.3,No
Nagpur,Winter,59.6,176.4,66.8,8.2,2.19,15.2,29.8,20.8,78.5,5.3,5334,51.3,24.7,7640,4.0,186.7,No
Nashik,Monsoon,32.2,39.9,29.6,1.0,1.58,18.3,6.5,34.4,87.7,20.2,1486,5.8,26.5,5306,4.9,53.1,No
Ahmedabad,Summer,81.0,137.1,12.6,12.7,1.24,35.6,12.3,40.5,28.2,10.8,3372,82.0,11.6,8518,6.0,150.1,No
Hyderabad,Summer,50.3,83.3,38.8,15.5,2.41,57.1,14.2,33.9,47.7,13.5,5078,57.7,26.6,7682,3.8,107.3,No
Indore,Winter,81.2,160.0,44.4,20.0,2.44,36.5,26.3,12.0,58.1,10.4,3515,82.7,17.7,7518,4.8,157.9,No
Amritsar,Monsoon,64.2,71.6,38.7,1.0,0.63,36.6,20.0,26.8,89.8,16.2,3558,54.1,17.0,6021,7.6,110.2,No
Ahmedabad,Monsoon,71.6,85.7,43.9,7.1,0.57,42.8,31.3,32.2,90.6,30.2,3539,100.0,12.6,9379,6.9,127.8,No
Visakhapatnam,PostMonsoon,60.6,85.7,32.0,21.8,1.8,48.4,33.5,24.1,48.7,16.8,2990,43.1,25.5,7447,6.0,109.4,No
Ghaziabad,Winter,161.4,241.1,42.9,29.2,2.84,47.0,27.4,19.0,55.3,6.4,7069,72.0,7.4,12037,3.5,288.1,No
Varanasi,Monsoon,38.1,117.3,217.5,19.1,1.03,13.7,18.4,48.5,79.9,16.3,3631,41.2,19.3,7026,7.7,286.2,Yes
Coimbatore,PostMonsoon,46.5,70.4,43.5,21.3,1.78,21.3,5.8,31.0,56.3,19.8,3354,38.1,29.4,5318,4.8,91.5,No
Patna,Monsoon,94.5,136.0,31.3,17.2,1.52,27.0,17.7,31.1,85.2,29.5,2473,43.6,9.8,12415,5.0,159.7,No
Ahmedabad,Summer,60.4,93.6,28.7,24.3,1.14,23.3,11.1,35.7,49.5,18.9,5111,62.8,6.2,7529,7.7,120.7,No
Patna,Winter,151.5,298.7,57.0,16.1,3.01,63.1,36.4,12.8,57.4,9.1,3882,47.1,5.9,11659,8.5,288.8,No
Visakhapatnam,PostMonsoon,58.5,105.7,36.0,20.6,2.09,46.8,19.9,29.8,57.8,8.7,4481,54.3,31.1,6818,6.5,104.9,No
Kolkata,Winter,106.3,183.7,41.4,15.5,3.13,35.6,35.4,20.6,65.4,6.8,6005,61.0,13.4,25496,5.6,198.4,No
Ghaziabad,Monsoon,65.5,130.5,31.0,5.0,0.84,36.3,18.5,25.4,89.5,33.4,3846,75.8,12.1,14581,4.6,141.9,No
Pune,PostMonsoon,64.9,100.4,39.1,19.4,2.28,44.6,3.6,24.9,59.5,8.2,4376,48.3,19.4,7337,6.3,118.3,No
Amritsar,PostMonsoon,98.1,143.5,38.2,24.0,2.4,53.3,13.1,24.1,45.5,17.1,2893,42.8,19.6,7431,6.6,172.6,No
Hyderabad,Summer,33.0,67.5,27.5,11.2,0.95,63.7,23.5,39.1,27.5,17.8,6972,47.3,25.5,6776,4.8,84.3,No
Lucknow,Monsoon,34.5,103.1,2.0,16.1,1.44,27.1,13.1,30.6,80.1,20.2,4201,33.5,6.3,9874,6.3,107.9,No
Kanpur,Winter,175.0,323.5,48.6,25.6,3.03,26.5,34.5,15.8,71.9,8.1,4526,78.3,10.4,7309,7.8,328.4,No
Visakhapatnam,Monsoon,50.1,55.1,43.3,18.1,0.84,39.7,22.0,28.8,70.9,29.5,3904,68.3,30.0,6773,4.1,98.0,No
Thane,Winter,99.2,152.1,44.1,32.1,3.14,29.9,26.5,16.0,71.2,8.8,4741,47.3,20.4,12284,7.3,170.4,No
Vadodara,Monsoon,42.6,78.4,4.4,22.2,0.4,34.8,24.1,27.6,81.6,32.9,5104,53.4,18.9,6354,8.1,86.9,No
Pune,Summer,55.3,106.3,8.9,9.5,1.88,33.6,29.7,41.2,25.8,18.4,4132,58.9,27.4,8844,3.8,121.7,No
Bhopal,PostMonsoon,66.2,114.3,42.5,21.9,2.43,46.9,15.7,25.1,47.4,9.8,4416,59.1,22.6,5654,7.6,124.4,No
Nashik,PostMonsoon,82.4,87.4,64.3,11.4,1.54,40.3,30.0,25.4,48.1,8.2,3366,37.6,29.2,4173,6.0,131.2,No
Visakhapatnam,Monsoon,35.0,80.2,46.2,17.1,0.69,39.0,3.9,30.7,89.1,26.4,3008,50.4,29.0,7084,3.7,95.0,No
Thane,PostMonsoon,81.8,88.9,35.4,11.5,2.14,46.1,22.8,31.6,56.4,10.7,4758,51.4,19.9,15591,5.5,135.1,No
Indore,Monsoon,67.7,72.7,59.1,24.2,1.49,45.3,17.8,31.7,86.2,24.6,3525,54.5,22.7,7282,5.7,117.7,No
Jaipur,Monsoon,69.4,121.3,3.7,18.5,0.28,28.9,7.1,28.1,88.1,24.8,3012,42.8,18.3,7699,4.9,130.9,No
Chennai,Summer,42.4,91.1,34.6,15.6,2.0,39.4,27.5,43.0,25.1,16.8,4073,36.1,21.1,8747,5.2,106.5,No
Meerut,Monsoon,74.2,508.2,39.8,7.2,0.39,15.3,12.0,26.6,74.0,15.2,9192,58.1,16.8,7910,7.7,500.0,Yes
Thane,PostMonsoon,70.8,114.9,28.4,4.9,2.78,35.3,9.1,29.9,61.2,10.8,4076,61.2,17.9,14578,5.7,124.2,No
Patna,Winter,157.8,299.7,52.6,41.0,2.04,31.0,24.0,11.0,74.3,5.9,5029,55.4,15.5,9573,3.8,314.1,No
Jaipur,Monsoon,39.9,115.1,26.8,1.0,1.57,60.5,1.0,30.0,80.9,25.8,3265,58.5,17.4,8113,6.7,135.3,No
Nashik,PostMonsoon,76.0,106.7,8.5,21.1,0.56,50.3,15.9,22.8,46.7,9.1,2389,27.1,23.3,5853,5.7,125.6,No
Patna,Summer,104.1,160.6,46.8,18.2,3.01,51.4,23.1,33.2,29.9,20.6,4195,36.2,11.1,8390,8.2,177.5,No
Indore,Summer,82.7,88.8,57.3,15.9,1.56,33.0,10.9,44.6,24.1,21.3,2420,40.3,14.0,6283,5.3,132.3,No
Faridabad,PostMonsoon,106.8,232.5,45.7,19.5,2.85,34.7,19.9,27.1,46.9,19.5,4640,62.6,0.5,9758,5.4,262.9,No
Ghaziabad,Summer,115.2,216.4,32.0,22.6,1.92,34.7,35.1,34.0,39.4,15.7,5500,86.7,3.2,14507,8.3,243.1,No
Chennai,Winter,63.8,147.4,40.8,27.2,2.91,50.7,38.5,10.3,58.1,8.7,6750,45.8,20.8,8956,7.3,155.2,No
Lucknow,Monsoon,87.6,120.4,12.9,3.1,1.86,42.6,22.1,30.8,91.6,26.0,5047,57.8,5.9,10014,4.7,171.6,No
Visakhapatnam,Summer,42.8,120.5,144.0,19.7,1.33,29.3,26.1,37.9,44.3,0.2,7969,55.4,17.4,7216,4.7,202.3,Yes
Bhopal,Monsoon,58.5,95.3,43.2,19.5,0.85,12.7,23.7,29.3,79.1,29.3,3989,32.5,22.5,4939,7.4,94.7,No
Bhopal,PostMonsoon,67.3,92.2,32.8,12.6,2.66,44.4,22.3,26.8,42.0,14.0,3145,45.9,23.3,6317,7.7,128.0,No
Hyderabad,Winter,67.2,147.6,49.3,8.8,2.11,40.5,28.0,12.1,70.9,10.3,5458,57.9,30.8,10111,8.3,156.9,No
Pune,Summer,62.4,105.8,141.2,8.8,1.34,294.7,20.5,40.8,25.1,20.6,4360,56.2,23.3,7786,6.8,294.7,Yes
Bhopal,Winter,89.5,146.2,50.5,16.1,3.51,24.5,31.0,14.3,78.2,10.8,3219,26.0,15.7,6041,3.9,144.2,No
Ghaziabad,Winter,192.3,348.5,61.5,30.2,2.84,32.4,42.7,20.6,77.7,8.2,5718,86.0,8.5,12872,6.5,375.0,No
Surat,PostMonsoon,79.6,109.5,59.9,11.6,1.49,26.2,22.6,25.4,57.8,15.2,5983,68.9,16.7,11515,7.5,132.7,No
Amritsar,Winter,108.9,247.8,53.6,24.7,2.29,19.7,37.2,16.8,63.2,9.8,4396,38.0,15.8,7051,6.1,259.9,No
Jaipur,Monsoon,80.6,85.6,33.2,17.0,1.81,11.4,22.8,33.8,78.6,16.8,4090,49.8,9.7,9232,5.2,151.4,No
Amritsar,Summer,76.0,166.9,34.9,11.2,1.74,41.1,24.5,37.6,37.9,21.8,3203,45.6,10.3,7807,3.6,175.7,No
Pune,Monsoon,38.8,61.7,13.0,11.0,1.51,40.9,14.2,33.7,93.9,18.5,4546,41.5,21.9,8617,4.5,88.5,No
Patna,Summer,134.8,139.8,46.2,14.0,1.32,29.4,10.4,39.6,28.7,13.4,4115,45.3,5.3,9626,6.3,243.2,No
Jaipur,Summer,94.7,143.5,18.9,12.8,2.42,40.7,13.2,34.3,47.6,10.7,4746,49.8,13.2,5796,5.6,167.7,No
Visakhapatnam,Monsoon,48.4,89.9,2.5,9.5,1.16,22.2,17.4,32.2,78.4,16.3,4994,46.4,30.8,8027,4.2,103.2,No
Varanasi,Winter,156.8,239.4,52.7,20.4,3.14,54.9,39.8,11.6,60.9,9.0,4408,30.9,16.0,8789,4.8,288.2,No
Surat,PostMonsoon,85.0,141.3,49.5,16.5,2.45,33.2,24.7,28.1,56.4,13.4,4007,54.9,18.1,10308,5.1,168.8,No
Nagpur,PostMonsoon,74.7,145.5,47.4,32.0,6.51,52.4,22.8,29.1,60.5,0.4,3718,40.8,15.8,5629,5.4,170.4,Yes
Rajkot,PostMonsoon,51.9,130.4,34.1,29.1,2.48,50.2,30.5,25.4,44.9,11.9,3934,32.2,16.3,6645,7.6,141.4,No
Faridabad,Summer,82.5,181.2,11.9,8.7,1.4,48.2,28.6,34.7,37.7,20.5,4370,90.7,12.9,10449,3.6,196.8,No
Bhopal,PostMonsoon,70.8,110.3,54.7,20.1,2.29,49.7,28.6,27.2,45.9,11.8,3602,64.0,29.8,6027,5.3,131.2,No
Amritsar,Winter,117.2,224.8,38.0,24.5,2.58,39.8,31.5,12.2,62.7,7.9,3825,58.3,14.7,8271,8.3,226.0,No
Ghaziabad,Monsoon,97.5,150.5,19.1,1.0,1.29,41.1,9.9,26.9,92.7,19.3,4177,62.0,8.5,11327,8.4,167.8,No
Patna,Monsoon,112.6,171.0,41.0,8.0,1.29,44.9,13.3,25.7,88.7,16.3,3592,46.0,3.9,7178,5.8,189.7,No
Meerut,Monsoon,47.5,107.9,32.5,11.6,1.72,45.7,20.7,25.2,93.1,31.6,4379,64.8,4.2,6624,4.8,125.2,No
Faridabad,Monsoon,82.6,87.6,19.6,13.9,1.48,42.1,17.5,26.2,82.9,23.9,5522,85.7,7.0,8695,4.9,157.2,No
Varanasi,PostMonsoon,117.3,175.1,33.3,16.1,2.63,35.0,32.0,20.2,47.9,19.3,4385,49.9,10.4,8770,8.4,211.4,No
Ludhiana,Summer,82.9,122.4,23.3,20.5,3.13,34.3,23.9,40.6,43.6,18.7,4316,71.8,12.9,9598,5.8,161.5,No
Patna,Summer,105.7,276.3,38.1,21.2,0.97,50.4,18.8,32.9,30.9,10.4,3508,43.2,13.5,9776,6.9,280.1,No
Patna,Winter,213.7,244.1,38.3,18.0,2.51,53.5,42.4,15.6,67.6,5.6,2336,52.8,10.5,10389,4.9,364.7,No
Thane,PostMonsoon,73.0,104.8,43.2,16.4,2.36,33.6,15.1,31.4,45.0,14.9,3617,66.1,17.8,14679,7.0,122.6,No
Coimbatore,Summer,42.2,64.6,21.3,9.9,1.97,40.4,8.9,42.1,26.3,16.2,3540,63.1,38.2,5690,7.1,75.5,No
Ludhiana,Winter,191.6,242.7,46.4,23.9,2.19,25.2,34.6,14.8,67.4,6.0,4087,81.4,6.0,9950,3.7,333.6,No
Surat,Monsoon,48.0,95.2,20.2,19.5,0.1,48.3,1.0,26.7,72.6,24.0,4621,63.8,12.9,9373,8.1,112.5,No
Varanasi,Monsoon,58.2,105.4,14.4,1.0,0.86,51.3,14.8,25.4,93.7,16.7,4365,56.6,14.0,8099,7.6,108.7,No
Ghaziabad,Summer,110.5,153.8,22.3,8.8,0.35,40.2,18.7,41.5,32.4,13.0,5918,87.6,12.9,9523,7.7,199.8,No
Agra,Winter,129.2,294.0,50.6,34.5,3.19,22.6,29.7,19.8,58.9,11.8,2656,58.7,7.9,7946,7.1,298.4,No
Surat,PostMonsoon,71.1,106.6,24.6,10.4,2.55,40.2,14.4,24.3,50.6,12.7,4053,67.0,17.4,10740,7.1,131.7,No
Allahabad,Monsoon,48.8,104.8,33.1,12.0,2.04,44.2,19.6,26.4,80.1,15.7,2841,65.0,10.6,9061,6.8,110.4,No
Jaipur,Monsoon,63.5,123.8,20.1,11.2,0.66,37.8,7.4,30.5,92.2,27.7,3754,62.9,15.1,8018,5.6,137.7,No
Delhi,Monsoon,77.9,82.9,26.1,17.4,1.66,12.8,15.2,30.2,89.6,15.6,5937,66.3,16.0,11472,4.3,146.1,No
Lucknow,Monsoon,64.6,96.5,48.8,9.8,1.71,29.3,10.8,32.9,86.1,31.0,4400,47.6,15.8,9230,5.1,118.2,No
Agra,Summer,91.8,181.0,28.4,217.2,1.82,259.9,22.5,38.6,35.4,15.4,3609,53.2,14.2,8214,7.1,274.8,Yes
Pune,Winter,83.7,189.1,58.6,19.1,2.37,36.0,28.9,17.5,74.8,8.4,4263,66.0,23.4,9613,6.1,204.6,No
Kolkata,Monsoon,43.9,100.2,34.0,25.7,0.25,22.1,11.6,28.4,71.0,23.7,5199,67.3,14.6,28124,5.4,126.7,No
Mumbai,PostMonsoon,54.7,100.7,45.1,16.4,1.76,27.6,26.0,21.2,50.3,12.9,5675,52.2,19.3,17813,8.3,114.2,No
Vadodara,Monsoon,10.6,72.1,26.5,9.3,0.77,33.4,22.6,32.2,85.0,18.2,4985,64.6,10.1,7694,6.3,85.9,No
Indore,Monsoon,65.0,109.3,33.8,6.5,1.34,29.0,1.0,31.9,70.9,19.5,4805,67.7,19.4,5813,6.1,116.4,No
Visakhapatnam,Summer,62.6,89.1,34.9,3.8,1.57,42.2,36.3,39.4,22.0,12.4,3819,57.2,18.4,7358,7.0,130.9,No
Bhopal,Winter,99.3,120.5,54.4,36.3,2.37,40.8,35.9,20.9,57.3,8.4,2853,35.0,26.8,7219,7.7,170.9,No
Lucknow,PostMonsoon,121.3,202.5,29.6,5.7,1.26,52.3,39.7,25.3,59.8,9.4,4426,46.3,13.8,8811,7.5,214.3,No
Mumbai,Winter,108.0,121.9,59.1,20.7,2.23,46.7,40.5,13.5,57.9,6.1,5292,48.4,17.4,24085,6.1,190.0,No
Indore,Summer,82.4,112.1,17.7,7.8,0.89,30.4,34.7,43.7,25.9,11.3,3228,37.4,15.8,8448,5.1,148.7,No
Hyderabad,Monsoon,34.5,42.8,10.5,1.0,0.89,30.4,20.6,28.9,71.1,29.1,5015,36.0,23.7,9133,7.6,56.6,No
Coimbatore,Summer,37.7,71.5,20.3,9.9,1.02,37.7,31.1,33.9,42.2,13.8,4206,49.8,29.8,5584,8.3,93.2,No
Hyderabad,Monsoon,38.5,45.7,8.4,23.6,1.7,27.7,13.0,25.4,70.3,22.1,4714,40.5,23.7,7627,7.4,73.8,No
Surat,PostMonsoon,82.4,174.7,33.5,28.8,1.85,32.4,30.4,28.9,49.0,16.7,4665,50.9,14.9,7462,3.5,184.1,No
Hyderabad,Winter,77.4,131.8,50.9,33.4,1.77,56.3,20.3,19.2,72.4,6.9,4411,50.0,24.6,5341,7.6,143.9,No
Allahabad,Winter,144.6,263.4,73.8,28.4,2.21,57.4,19.3,14.6,79.8,6.2,3804,43.7,11.8,7548,6.6,271.0,No
Kolkata,PostMonsoon,112.9,172.8,31.7,19.8,1.4,41.6,17.5,23.8,48.0,10.0,4115,78.7,13.4,24696,5.6,204.6,No
Coimbatore,PostMonsoon,57.1,87.0,26.5,14.6,1.51,26.3,30.3,21.1,62.9,19.1,3406,46.0,33.1,5607,6.5,111.4,No
Meerut,PostMonsoon,112.4,195.9,28.6,20.7,2.61,23.5,25.6,20.3,43.8,16.5,3232,70.9,16.5,9322,7.4,203.0,No
Allahabad,Summer,87.4,96.2,46.6,12.9,1.08,37.3,18.8,33.5,46.4,12.2,4086,47.5,10.3,7261,7.4,156.6,No
Varanasi,PostMonsoon,77.1,171.6,20.1,20.1,2.14,37.1,16.4,23.6,41.7,11.4,4053,45.0,9.4,8965,3.8,189.4,No
